Location;Date;DDVEC;FHVEC;FG;FHX;FHXN;FHN;FHNH
  269;20200319;   35;   35;   40;   60;   15;   20;    1
  269;20200320;   35;   57;   58;   80;   12;   40;    1
  269;20200321;   69;   70;   71;   90;   10;   50;    1
  269;20200322;   84;   60;   61;   80;   13;   40;    4
  269;20200323;  112;   45;   46;   60;   13;   30;   19
  269;20200324;  135;   33;   35;   50;   10;   20;    4
  269;20200325;   82;   35;   36;   60;   14;   20;    2
  269;20200326;   64;   49;   50;   90;   15;   30;    1
  269;20200327;   45;   62;   63;   90;   12;   40;    1
  269;20200328;   17;   67;   70;   90;   14;   50;    1
  269;20200329;   20;   82;   83;  120;    9;   30;   24
  269;20200330;  335;   27;   38;   60;   13;   10;    1
  269;20200331;   28;   30;   34;   60;    9;   10;   23
  269;20200401;  274;   20;   25;   40;   12;    0;    1
  269;20200402;  246;   50;   53;   90;   13;   20;    2
  269;20200403;  285;   20;   26;   60;   16;   10;    3
  269;20200404;  172;   28;   33;   50;   10;   20;    1
  269;20200405;  137;   44;   47;   80;   11;   20;    1
  269;20200406;  219;   28;   43;   70;   15;   20;    4
  269;20200407;   75;   22;   26;   50;   15;    0;    4
  269;20200408;   27;   24;   26;   40;   15;   10;    8
  269;20200409;   32;   23;   29;   50;   20;   10;    1
  269;20200410;   61;   38;   38;   50;    1;   20;   21
  269;20200411;   90;   19;   23;   40;   15;    0;   22
  269;20200412;  287;   11;   28;   60;   23;   10;    1
  269;20200413;    8;   70;   71;   90;    4;   40;   24
  269;20200414;  348;   28;   30;   50;   12;   10;   20
  269;20200415;  294;    7;   18;   30;    8;    0;    1
  269;20200416;   55;   41;   42;   70;   19;   20;    1
  269;20200417;   46;   53;   54;   70;    8;   40;    2
  269;20200418;   44;   40;   44;   60;   10;   20;   14
  269;20200419;   63;   72;   72;   90;   10;   40;   20
  269;20200420;   73;   78;   79;  120;   16;   40;   24
  269;20200421;   75;   80;   81;  120;   15;   50;    4
  269;20200422;   74;   63;   64;   90;    9;   30;   20
  269;20200423;   53;   24;   30;   40;    1;   20;   16
  269;20200424;  349;   35;   36;   50;   11;   20;    1
  269;20200425;    9;   30;   31;   40;    1;   10;   24
  269;20200426;  327;    8;   13;   30;   13;    0;    3
  269;20200427;  282;   16;   32;   50;   11;   10;    1
  269;20200428;   37;   51;   52;   70;    7;   30;    1
  269;20200429;  215;   23;   38;   80;   23;    0;    7
  269;20200430;  205;   58;   62;  100;   11;   30;    5
  269;20200501;  226;   55;   60;   90;   10;   30;   20
  269;20200502;  267;   43;   47;   80;   15;   20;   24
  269;20200503;  338;    8;   21;   40;   15;   10;    3
  269;20200504;   25;   45;   48;   60;    8;   30;    5
  269;20200505;   36;   42;   44;   60;    8;   10;    5
  269;20200506;   17;   21;   28;   40;   13;   20;    3
  269;20200507;  347;   11;   15;   30;   12;    0;    6
  269;20200508;   17;   12;   15;   30;   13;    0;    1
  269;20200509;   41;   33;   38;   60;   19;   20;    2
  269;20200510;   20;   61;   63;  110;   17;   20;    2
  269;20200511;   15;   78;   79;  110;   12;   30;   23
  269;20200512;  275;   35;   40;   60;   16;   10;    3
  269;20200513;    4;   35;   45;   70;   16;   10;    4
  269;20200514;    6;   40;   42;   70;   16;   20;    3
  269;20200515;  295;   22;   25;   50;   13;    0;    6
  269;20200516;  265;   39;   44;   70;   10;   10;    2
  269;20200517;  259;   32;   37;   70;   12;   10;    4
  269;20200518;  254;   35;   40;   70;   12;   10;   21
  269;20200519;  292;   25;   30;   60;   15;   10;    4
  269;20200520;   14;   21;   23;   40;   15;   10;    4
  269;20200521;  111;   12;   20;   30;    8;   10;    1
  269;20200522;  228;   56;   64;  110;   17;   20;    1
  269;20200523;  247;   72;   73;  100;   13;   40;    5
  269;20200524;  265;   56;   57;   80;    7;   30;   23
  269;20200525;  340;   29;   33;   50;   15;   10;   22
  269;20200526;   13;   11;   18;   30;   16;   10;    1
  269;20200527;    5;   40;   45;   70;   18;   10;    2
  269;20200528;   32;   46;   48;   70;   16;   30;    3
  269;20200529;   39;   41;   44;   80;   19;   20;    5
  269;20200530;   54;   44;   45;   80;   19;   30;    4
  269;20200531;   63;   55;   58;   90;   10;   30;    1
  269;20200601;   58;   40;   41;   60;    7;   20;   20
  269;20200602;  353;    6;   34;   50;   17;   20;    8
  269;20200603;  294;   33;   46;   50;    7;   30;    1
  269;20200604;  328;   38;   41;   50;    8;   30;    1
  269;20200605;  236;   37;   53;   70;   12;   30;    3
  269;20200606;  217;   77;   80;  110;   13;   50;    2
  269;20200607;  236;   53;   58;   70;    1;   30;   21
  269;20200608;  344;   27;   37;   60;   20;   10;    5
  269;20200609;   17;   31;   33;   40;    3;   30;    1
  269;20200610;   61;   33;   35;   50;   11;   20;    4
  269;20200611;   54;   37;   39;   60;    6;   30;    9
  269;20200612;   78;   27;   41;   80;   23;   20;   19
  269;20200613;   29;   17;   25;   50;   19;   10;    6
  269;20200614;  294;   22;   25;   50;   13;   10;    2
  269;20200615;  286;   21;   27;   50;   13;   10;   21
  269;20200616;   44;   13;   15;   30;   14;   10;    1
  269;20200617;   35;   30;   33;   50;   14;   20;    1
  269;20200618;  176;    4;   29;   50;    7;   10;   16
  269;20200619;  262;   26;   27;   50;   13;   10;    1
  269;20200620;  273;   18;   27;   40;    7;    0;   23
  269;20200621;  210;   31;   40;   70;   12;   10;    1
  269;20200622;  288;   22;   28;   50;   12;    0;   24
  269;20200623;    6;   10;   23;   40;    9;    0;    1
  269;20200624;   72;   37;   39;   60;   14;   20;    3
  269;20200625;   94;   38;   40;   60;   12;   20;    4
  269;20200626;  134;   24;   30;   50;   10;   10;    2
  269;20200627;  214;   41;   45;   90;   17;   10;    1
  269;20200628;  225;   69;   72;  100;   10;   30;   22
  269;20200629;  220;   81;   83;  100;   10;   50;    1
  269;20200630;  228;   62;   64;  100;   11;   30;   24
  269;20200701;  238;   50;   53;   80;   11;   30;    1
  269;20200702;  243;   44;   49;   80;   13;   20;   23
  269;20200703;  232;   65;   65;  100;   14;   20;    1
  269;20200704;  218;   80;   81;   90;    5;   60;   17
  269;20200705;  234;   96;   97;  120;   11;   80;    1
  269;20200706;  274;   65;   67;   90;    4;   30;   21
  269;20200707;  257;   25;   36;   70;   11;   10;   21
  269;20200708;  110;    7;   22;   40;    9;   10;   10
  269;20200709;  232;   39;   45;   70;   10;   20;    1
  269;20200710;  339;   26;   37;   60;    9;   10;   21
  269;20200711;  287;   23;   29;   60;   14;   10;    1
  269;20200712;    5;   16;   20;   40;   16;    0;    5
  269;20200713;  294;    8;   16;   30;   13;    0;    5
  269;20200714;  233;   12;   24;   40;    7;    0;   17
  269;20200715;  305;   16;   25;   40;    7;   10;    1
  269;20200716;  300;   15;   25;   50;   17;   10;    1
  269;20200717;  261;   12;   18;   30;   14;   10;    4
  269;20200718;  227;   14;   25;   40;   10;   10;    1
  269;20200719;  287;   18;   33;   50;   15;   10;    2
  269;20200720;  333;   30;   31;   50;   12;   10;    1
  269;20200721;  295;   29;   30;   50;   13;   10;    2
  269;20200722;  358;   13;   18;   30;   11;    0;   24
  269;20200723;  225;   31;   37;   60;    9;   10;    1
  269;20200724;  262;   30;   36;   60;   13;   20;   20
  269;20200725;  204;   41;   43;   70;    9;   20;    1
  269;20200726;  245;   49;   54;   80;   13;   20;   20
  269;20200727;  181;   31;   38;   60;   23;   20;    5
  269;20200728;  258;   55;   57;   90;   14;   20;   22
  269;20200729;  267;   41;   43;   80;   12;    0;   21
  269;20200730;  133;    8;   23;   40;    8;   10;    1
  269;20200731;   93;   33;   34;   50;   11;   20;    1
  269;20200801;  267;   25;   35;   60;    9;   10;   21
  269;20200802;  274;   27;   33;   60;   11;    0;   23
  269;20200803;  281;    9;   23;   40;    9;   10;    1
  269;20200804;  258;   16;   26;   40;   14;   10;    1
  269;20200805;  206;   35;   41;   70;    8;   10;   19
  269;20200806;  331;    5;   23;   40;   23;   10;    2
  269;20200807;   50;   22;   22;   40;   16;   10;    9
  269;20200808;   32;   24;   26;   40;   14;   10;    9
  269;20200809;   43;   38;   42;   70;   13;   20;    2
  269;20200810;   64;   37;   38;   60;   15;   20;   19
  269;20200811;   81;   30;   39;   60;    9;   10;   21
  269;20200812;   69;   22;   24;   40;   14;   10;    5
  269;20200813;   83;   10;   24;   40;   21;   10;   14
  269;20200814;   50;   12;   25;   50;   18;   10;    5
  269;20200815;  236;    7;   20;   30;    3;   10;    2
  269;20200816;   86;   18;   30;   80;   19;   10;    1
  269;20200817;  142;    8;   23;   40;   16;   10;    2
  269;20200818;  229;   28;   33;   60;   11;   10;    2
  269;20200819;  169;   29;   31;   50;   10;   10;    2
  269;20200820;  167;   34;   41;   60;    9;   30;   14
  269;20200821;  221;   49;   59;  100;   13;   30;   21
  269;20200822;  221;   69;   70;  100;    9;   40;    1
  269;20200823;  237;   49;   57;   80;   10;   30;   19
  269;20200824;  249;   44;   49;   80;   13;   10;   22
  269;20200825;  191;   55;   60;  120;   24;   20;    1
  269;20200826;  255;   90;   94;  120;    1;   30;   23
  269;20200827;  135;   19;   27;   50;   22;   10;    5
  269;20200828;  203;   46;   50;   90;   10;   20;   15
  269;20200829;  214;   50;   51;   80;   10;   30;    1
  269;20200830;  353;   39;   48;   90;   16;   20;    5
  269;20200831;  347;   23;   25;   40;    1;    0;   23
  269;20200901;  315;   13;   15;   40;   15;    0;    4
  269;20200902;   26;    8;   13;   30;   16;   10;    1
  269;20200903;  212;   48;   52;   80;   13;   10;    1
  269;20200904;  242;   38;   41;   60;   14;   20;    1
  269;20200905;  252;   40;   43;   70;   13;   20;    1
  269;20200906;  252;   24;   30;   50;   11;   10;   20
  269;20200907;  219;   35;   37;   70;   11;   10;    1
  269;20200908;  215;   47;   48;   60;    1;   30;   21
  269;20200909;  246;   33;   41;   60;    7;   10;   22
  269;20200910;  236;   10;   17;   30;   13;   10;    5
  269;20200911;  218;   14;   18;   50;   13;    0;    4
  269;20200912;  232;   31;   38;   70;    9;   10;   19
  269;20200913;  215;   37;   40;   70;   10;   10;   20
  269;20200914;   66;   17;   19;   40;   21;   10;    1
  269;20200915;   74;   12;   17;   20;    1;   10;    6
  269;20200916;    6;   38;   38;   60;   16;   10;    1
  269;20200917;   58;   46;   47;   70;    9;   10;    2
  269;20200918;   64;   54;   55;   80;   11;   40;    1
  269;20200919;   57;   47;   48;   60;   11;   20;   20
  269;20200920;   47;   45;   46;   60;   11;   30;    6
  269;20200921;   34;   16;   19;   40;    1;    0;   21
  269;20200922;  218;    7;   10;   30;   14;    0;    1
  269;20200923;  195;   39;   41;   70;   12;   10;    1
  269;20200924;  198;   52;   57;  100;   12;   20;   17
  269;20200925;  181;   55;   66;   90;   11;   30;   21
  269;20200926;  351;   40;   42;  100;   24;   20;    6
  269;20200927;   45;   28;   45;   90;    1;   10;   18
  269;20200928;  185;   29;   30;   30;    1;   20;    7
  269;20200929;  233;   12;   23;   30;    1;   10;   17
  269;20200930;  171;   26;   30;   40;    3;   20;    1
  269;20201001;  160;   38;   41;   70;   16;   20;   24
  269;20201002;   74;   52;   54;   90;   22;   20;    1
  269;20201003;  122;   23;   42;   70;    1;   20;   11
  269;20201004;  170;   60;   64;  100;   11;   30;    1
  269;20201005;  174;   59;   60;   70;    2;   50;   15
  269;20201006;  215;   54;   58;   80;   13;   20;   21
  269;20201007;  239;   45;   48;   80;   13;   30;    2
  269;20201008;  219;   52;   63;  110;   12;   20;   22
  269;20201009;  231;   32;   35;   60;   15;   10;    5
  269;20201010;  236;   36;   40;   80;   12;   10;   18
  269;20201011;  267;   29;   35;   50;   10;   20;   19
  269;20201012;  243;   13;   23;   40;   11;    0;   18
  269;20201013;  113;   25;   34;   40;    3;   30;    1
  269;20201014;   33;   50;   51;   80;   12;   30;    1
  269;20201015;   30;   40;   41;   60;   10;   30;   17
  269;20201016;   27;   17;   18;   30;    9;    0;   21
  269;20201017;  179;    7;   11;   30;   10;    0;    1
  269;20201018;  249;   15;   19;   30;   10;   10;    1
  269;20201019;  170;   23;   26;   40;   10;   10;    1
  269;20201020;  177;   41;   45;   60;   12;   30;    1
  269;20201021;  202;   65;   74;  140;   20;   30;    1
  269;20201022;  215;   62;   62;   80;    2;   40;   18
  269;20201023;  201;   37;   39;   60;   14;   10;    4
  269;20201024;  198;   69;   71;  100;   24;   50;    5
  269;20201025;  195;   62;   64;  110;    2;   40;   15
  269;20201026;  200;   58;   58;   80;   10;   40;    2
  269;20201027;  197;   69;   71;   90;   11;   40;    1
  269;20201028;  207;   67;   68;  100;   12;   50;    2
  269;20201029;  219;   57;   59;   80;   20;   40;    8
  269;20201030;  231;   76;   76;   90;    2;   50;   24
  269;20201031;  195;   48;   52;   80;   20;   40;    4
  269;20201101;  204;   69;   72;  100;   16;   40;    1
  269;20201102;  222;   98;  101;  140;   12;   60;   20
  269;20201103;  210;   59;   63;  110;   15;   40;    5
  269;20201104;  233;   31;   34;   50;    1;   10;   24
  269;20201105;  218;   14;   18;   50;   12;   10;    1
  269;20201106;   92;   18;   21;   40;   19;   10;    1
  269;20201107;   92;   13;   18;   30;   10;   10;    4
  269;20201108;   98;   14;   18;   30;    3;    0;   21
  269;20201109;   84;   18;   20;   30;   13;   10;    3
  269;20201110;   71;   20;   21;   30;    3;    0;   24
  269;20201111;  167;   27;   29;   50;   23;   10;    1
  269;20201112;  198;   49;   54;   70;    5;   30;   21
  269;20201113;  191;   40;   42;   60;   14;   30;    1
  269;20201114;  181;   43;   44;   70;   15;   10;    4
  269;20201115;  192;   68;   73;   90;   16;   60;    1
  269;20201116;  221;   67;   70;  100;    2;   40;   19
  269;20201117;  221;   76;   77;   90;    3;   70;    1
  269;20201118;  204;   67;   70;  100;   20;   40;    6
  269;20201119;  272;   43;   54;   80;    7;   20;   24
  269;20201120;  216;   31;   35;   60;   23;   20;    2
  269;20201121;  211;   74;   75;   90;    9;   60;   17
  269;20201122;  238;   42;   44;   70;    1;   30;   16
  269;20201123;  214;   32;   35;   50;   12;   20;    3
  269;20201124;  186;   41;   42;   50;    2;   20;   17
  269;20201125;  185;   41;   42;   60;    3;   30;    6
  269;20201126;  271;    3;   16;   40;    1;    0;   11
  269;20201127;   84;   22;   25;   40;   12;   10;    3
  269;20201128;   81;   46;   46;   60;   12;   30;    1
  269;20201129;   89;   23;   26;   40;    1;   10;   16
  269;20201130;  203;   44;   47;   80;   18;   10;    1
  269;20201201;  357;   38;   44;   70;    7;   20;    4
  269;20201202;  144;   12;   23;   40;   22;   10;   10
  269;20201203;  170;   53;   56;   80;   22;   40;    1
  269;20201204;  156;   54;   58;   90;   12;   20;   21
  269;20201205;  142;   15;   21;   40;   13;   10;    3
  269;20201206;   23;   19;   25;   40;   12;   10;   14
  269;20201207;  221;   38;   46;   70;   13;   20;    1
  269;20201208;   59;   11;   15;   20;    1;    0;   24
  269;20201209;  166;   28;   29;   50;   17;   10;    1
  269;20201210;  117;   27;   28;   40;   18;   20;    1
  269;20201211;  123;   36;   36;   50;    5;   30;    1
  269;20201212;  139;    8;   22;   30;    1;   10;   18
  269;20201213;  176;   34;   38;   70;   21;   10;    2
  269;20201214;  182;   55;   56;   80;   13;   30;   17
  269;20201215;  188;   34;   36;   50;    1;   20;   20
  269;20201216;  161;   37;   38;   60;   24;   20;   10
  269;20201217;  208;   56;   57;   80;   11;   40;    2
  269;20201218;  184;   61;   62;   80;    9;   40;    1
  269;20201219;  184;   60;   61;   80;   11;   50;    2
  269;20201220;  196;   50;   51;   70;   23;   40;    2
  269;20201221;  185;   57;   60;   80;   15;   30;    7
  269;20201222;  238;   43;   49;  100;    3;   10;   16
  269;20201223;  189;   16;   28;   60;   15;   10;    1
  269;20201224;    3;   38;   44;   90;    4;   20;    8
  269;20201225;  319;   21;   27;   40;    1;   20;    3
  269;20201226;  207;   77;   78;  130;   23;   30;    1
  269;20201227;  192;  100;  100;  150;    9;   20;   24
  269;20201228;  139;   20;   30;   50;    5;   10;   22
  269;20201229;  237;   21;   29;   50;   20;   10;    4
  269;20201230;  220;   46;   47;   60;   14;   30;   16
  269;20201231;  210;   18;   20;   50;    1;    0;   14
  269;20210101;  211;   21;   22;   40;   24;   10;   11
  269;20210102;  200;   18;   23;   40;    1;   10;   17
  269;20210103;   43;   47;   48;   70;   14;   10;    1
  269;20210104;   43;   77;   77;   90;   10;   60;   22
  269;20210105;   48;   58;   58;   60;    1;   50;    7
  269;20210106;   11;   24;   32;   60;    2;   10;   20
  269;20210107;  295;   24;   26;   40;   10;   10;   22
  269;20210108;  316;   10;   13;   20;   10;   10;    1
  269;20210109;  291;   17;   18;   30;   13;   10;    1
  269;20210110;  217;   33;   34;   50;   17;   10;    2
  269;20210111;  220;   75;   76;   90;   21;   60;    1
  269;20210112;  283;   41;   47;   70;    1;   30;   17
  269;20210113;  282;   45;   52;   80;   12;   30;   21
  269;20210114;   58;   29;   32;   50;   13;   10;    5
  269;20210115;   14;    6;   18;   30;    1;   10;    7
  269;20210116;  186;   41;   42;   70;   16;   10;    4
  269;20210117;  245;   21;   30;   40;    1;   20;    7
  269;20210118;  220;   51;   52;   70;   11;   40;    1
  269;20210119;  219;   90;   95;  110;   15;   80;   11
  269;20210120;  194;   90;   90;  110;   21;   70;   15
  269;20210121;  205;   89;   95;  140;    5;   10;   22
  269;20210122;  224;   51;   54;   80;   13;   30;   23
  269;20210123;  207;   29;   35;   70;    8;   10;   17
  269;20210124;  247;   11;   20;   40;   12;    0;    2
  269;20210125;  246;   27;   36;   80;   23;   10;    5
  269;20210126;  260;   31;   40;   70;    1;   20;    9
  269;20210127;  227;   44;   51;   80;    3;   10;   24
  269;20210128;   98;   29;   34;   70;   14;   10;    2
  269;20210129;  271;   41;   63;  100;   10;   20;    4
  269;20210130;   66;   56;   58;   70;    7;   30;    4
  269;20210131;   73;   37;   39;   50;   13;   20;    8
  269;20210201;   46;   22;   31;   50;    1;   10;   19
  269;20210202;   96;   18;   25;   50;   11;   10;    2
  269;20210203;  224;   39;   44;   80;    4;   20;   12
  269;20210204;  225;   17;   39;   60;    2;   20;   13
  269;20210205;   80;   31;   31;   50;    4;   20;   14
  269;20210206;   70;   89;   89;  130;   23;   50;    1
  269;20210207;   62;  127;  128;  140;    3;  110;   18
  269;20210208;   64;   75;   76;  110;    1;   10;   22
  269;20210209;   52;   34;   35;   60;    7;   10;    1
  269;20210210;   40;   32;   34;   60;    4;   10;   22
  269;20210211;   58;   10;   13;   30;   16;    0;    5
  269;20210212;   67;   45;   45;   70;   15;   20;    1
  269;20210213;   90;   37;   39;   50;    3;   20;    6
  269;20210214;  145;   51;   52;   80;   17;   30;    1
  269;20210215;  189;   54;   57;   70;    8;   40;   20
  269;20210216;  195;   40;   44;   70;   23;   30;    2
  269;20210217;  212;   61;   63;   80;   11;   50;    4
  269;20210218;  182;   45;   53;   70;   13;   30;    2
  269;20210219;  189;   50;   52;   70;   13;   30;    8
  269;20210220;  168;   50;   50;   70;   22;   30;    4
  269;20210221;  168;   28;   31;   60;    1;   10;   17
  269;20210222;  184;   36;   36;   50;   11;   20;    1
  269;20210223;  201;   50;   52;   80;   12;   30;    2
  269;20210224;  190;   47;   48;   70;   10;   30;   18
  269;20210225;  247;   21;   37;   50;    9;   20;   21
  269;20210226;  309;   23;   25;   50;   13;   10;    1
  269;20210227;  346;    8;   13;   30;   18;    0;   23
  269;20210228;   46;   23;   24;   60;   23;    0;    1
  269;20210301;   75;   44;   45;   60;    1;   30;    3
  269;20210302;   65;   34;   34;   50;   14;   20;   19
  269;20210303;  296;   17;   20;   30;    9;   10;    1
  269;20210304;  354;   32;   34;   50;   15;   20;    1
  269;20210305;   17;   26;   28;   40;    1;    0;   24
  269;20210306;  324;    6;   13;   30;   14;    0;    1
  269;20210307;  284;   17;   20;   40;   15;    0;    1
  269;20210308;  257;   26;   34;   60;   22;   10;   11
  269;20210309;  285;   23;   36;   70;    1;   10;   23
  269;20210310;  190;   63;   65;  130;   24;   20;    1
  269;20210311;  232;  115;  120;  180;   10;   70;   19
  269;20210312;  227;   88;   91;  120;   14;   70;    5
  269;20210313;  241;  100;  108;  140;   11;   70;   23
  269;20210314;  270;   56;   57;   70;    1;   30;   22
  269;20210315;  312;   54;   56;   80;   12;   30;    2
  269;20210316;  312;   30;   32;   50;    1;   10;   20
  269;20210317;  351;   37;   39;   60;    9;   10;   23
  269;20210318;  349;   24;   32;   60;   22;   10;    1
  269;20210319;   23;   43;   45;   70;   11;   30;    4
  269;20210320;  271;   25;   32;   50;   12;    0;    5
  269;20210321;  331;   46;   51;   70;    9;   30;   21
  269;20210322;  314;   19;   24;   40;    4;   10;   18
  269;20210323;  230;   33;   35;   60;   13;   20;    1
  269;20210324;  229;   28;   35;   70;   13;   10;   20
  269;20210325;  219;   31;   36;   70;   14;   10;    3
  269;20210326;  200;   58;   64;  100;   11;   40;    1
  269;20210327;  248;   67;   73;  100;   10;   30;   20
  269;20210328;  222;   82;   84;  120;   14;   50;    1
  269;20210329;  225;   68;   69;  100;    9;   30;   20
  269;20210330;  182;   12;   24;   40;    1;   10;    6
  269;20210331;  332;    7;   16;   30;   13;    0;    6
  269;20210401;   10;   40;   43;   70;   14;   10;    1
  269;20210402;  358;   46;   48;   60;   13;   30;    5
  269;20210403;  356;   51;   52;   60;    1;   30;   24
  269;20210404;  259;   35;   45;   80;   23;   20;    4
  269;20210405;  304;   76;   83;  100;   19;   50;   24
  269;20210406;  310;   64;   66;   80;    1;   50;   20
  269;20210407;  301;   63;   68;   90;    5;   40;   22
  269;20210408;  223;   55;   58;   90;   12;   30;    5
  269;20210409;  257;   32;   50;   70;    8;   20;   20
  269;20210410;   46;   61;   64;   90;   19;   30;    3
  269;20210411;  345;   50;   52;   70;    1;   10;   24
  269;20210412;  257;   38;   40;   70;   11;   20;    1
  269;20210413;  301;   22;   27;   50;   11;   10;    5
  269;20210414;   12;   25;   28;   50;   13;    0;    3
  269;20210415;   39;   31;   33;   50;   19;   10;    1
  269;20210416;   15;   35;   38;   60;   14;   10;    3
  269;20210417;  352;   34;   36;   60;   11;   10;    4
  269;20210418;  337;   21;   23;   50;   19;    0;    3
  269;20210419;   56;   21;   25;   40;   11;   10;    2
  269;20210420;   10;   21;   25;   50;   17;    0;    6
  269;20210421;    2;   42;   43;   70;   16;   10;    2
  269;20210422;  352;   36;   38;   50;    8;   10;   23
  269;20210423;  351;   22;   28;   40;   16;   10;    1
  269;20210424;   30;   37;   38;   70;   14;    0;    3
  269;20210425;   19;   44;   46;   60;    4;   30;   24
  269;20210426;   23;   36;   39;   70;   18;   20;    1
  269;20210427;   75;   32;   37;   60;   16;   20;   21
  269;20210428;   41;   48;   52;   80;   18;   40;    1
  269;20210429;  318;   42;   53;   80;   15;   20;   23
  269;20210430;  319;   12;   17;   30;   11;    0;    3
  269;20210501;  288;   37;   44;   60;   11;   20;    1
  269;20210502;  297;   44;   48;   70;   14;   20;   23
  269;20210503;  210;   56;   60;   90;   24;   20;    2
  269;20210504;  239;  102;  109;  140;   12;   80;   21
  269;20210505;  269;   71;   74;  110;   14;   30;   21
  269;20210506;  249;   25;   31;   60;   13;   20;   11
  269;20210507;  272;   38;   42;   70;   13;   10;    4
  269;20210508;  173;   44;   47;   80;   15;   10;    6
  269;20210509;  179;   33;   40;   70;   16;   10;   20
  269;20210510;  208;   31;   46;  110;    7;   10;   24
  269;20210511;   31;   11;   27;   50;    9;   10;    1
  269;20210512;  294;   18;   28;   50;    8;   10;    2
  269;20210513;   43;   32;   34;   50;   14;   10;    1
  269;20210514;   17;   19;   22;   40;    1;   10;    8
  269;20210515;  167;   12;   22;   40;   10;   10;    1
  269;20210516;  218;   25;   33;   60;    7;   10;   17
  269;20210517;  260;   19;   32;   50;   16;   10;    2
  269;20210518;  285;   23;   29;   60;   14;   10;    2
  269;20210519;  239;   19;   28;   60;   11;   10;   19
  269;20210520;  195;   39;   42;   70;   24;   20;    1
  269;20210521;  219;  106;  108;  150;   14;   60;    4
  269;20210522;  238;   66;   74;  100;    1;   20;   24
  269;20210523;  212;   38;   43;   90;   13;   10;    5
  269;20210524;  191;   41;   45;   70;    6;   10;   17
  269;20210525;  248;   45;   51;   90;   11;   30;    1
  269;20210526;  255;   57;   62;   90;   13;   30;    1
  269;20210527;  308;   44;   50;   60;    1;   20;   22
  269;20210528;   30;   20;   21;   30;   13;    0;    5
  269;20210529;   12;   28;   30;   50;   16;   10;    1
  269;20210530;   39;   36;   39;   60;   15;   20;    5
  269;20210531;   61;   36;   37;   50;   15;   30;    1
  269;20210601;   72;   40;   42;   70;   16;   20;    5
  269;20210602;   57;   24;   29;   40;    1;   10;   19
  269;20210603;  254;   23;   34;   60;   15;   10;   22
  269;20210604;  339;   19;   26;   50;   17;   10;    1
  269;20210605;  305;   31;   36;   50;   14;   30;    1
  269;20210606;  336;   34;   37;   50;   10;   10;   23
  269;20210607;    2;   28;   30;   50;   17;    0;    2
  269;20210608;   34;   21;   24;   40;   16;   10;    4
  269;20210609;  297;   17;   23;   50;   13;    0;   22
  269;20210610;  269;   16;   23;   40;   10;   10;    1
  269;20210611;  253;   32;   35;   50;   11;   10;    4
  269;20210612;  295;   38;   42;   70;   14;   20;   21
  269;20210613;  286;   12;   18;   30;   11;   10;    3
  269;20210614;  300;   15;   33;   60;   17;   10;    1
  269;20210615;   23;   27;   29;   40;   17;   20;    3
  269;20210616;   84;   13;   21;   40;    9;   10;   20
  269;20210617;  247;   13;   39;   80;   15;   20;    1
  269;20210618;   75;   27;   34;   60;    7;   20;    1
  269;20210619;  258;   15;   45;   70;   23;   10;    1
  269;20210620;  350;   17;   40;   60;    1;   20;    3
  269;20210621;   25;   51;   52;   80;    6;   20;   21
  269;20210622;   21;   42;   43;   60;    8;   10;    1
  269;20210623;   20;   29;   31;   40;    7;   20;    1
  269;20210624;  359;   15;   23;   30;    2;   10;   21
  269;20210625;  198;   29;   32;   60;   14;   10;   22
  269;20210626;   48;   19;   28;   50;   19;   10;    2
  269;20210627;   57;   43;   49;   70;   14;   20;   22
  269;20210628;   27;   17;   27;   50;    2;   10;   22
  269;20210629;  350;   27;   31;   40;   13;   10;    2
  269;20210630;  335;   27;   33;   40;    1;   20;   17
  269;20210701;  269;   41;   43;   60;   14;   20;    1
  269;20210702;  229;   13;   27;   40;    7;   10;   21
  269;20210703;  131;   10;   19;   30;    8;   10;    1
  269;20210704;  241;    9;   22;   40;   14;   10;    1
  269;20210705;  199;   30;   35;   60;    9;   10;   19
  269;20210706;  198;   65;   68;  120;   12;   20;    1
  269;20210707;  208;   27;   36;   70;   11;    0;   21
  269;20210708;  301;   17;   20;   40;   15;    0;    1
  269;20210709;  301;   17;   24;   40;   11;   10;    1
  269;20210710;  348;   13;   19;   30;   16;    0;    2
  269;20210711;   11;    6;   17;   40;   17;   10;    8
  269;20210712;   53;   22;   24;   40;   13;    0;    2
  269;20210713;  353;   33;   34;   50;   14;   20;    1
  269;20210714;  340;   52;   53;   70;   18;   40;    1
  269;20210715;  357;   57;   57;   70;    3;   40;   15
  269;20210716;  354;   37;   39;   50;   11;   20;   22
  269;20210717;  348;   35;   36;   50;    8;   10;   24
  269;20210718;  325;   24;   32;   60;   12;   10;    1
  269;20210719;    2;   20;   23;   40;   11;    0;    2
  269;20210720;   57;   17;   20;   30;    8;    0;    2
  269;20210721;  343;   10;   21;   30;   12;   10;    4
  269;20210722;    9;   28;   31;   50;   15;   10;   24
  269;20210723;   48;   26;   27;   40;    9;   10;    1
  269;20210724;   76;   20;   34;   60;    9;   10;   20
  269;20210725;  221;    8;   21;   40;    7;   10;   13
  269;20210726;  193;   28;   34;   60;   15;   10;    1
  269;20210727;  201;   38;   39;   50;    8;   20;   18
  269;20210728;  213;   64;   66;  100;   12;   30;    1
  269;20210729;  235;   69;   73;  110;   11;   40;   21
